Slot,Roll,Department,Program,Company,Job code
4.1,193170004,Energy Science and Engineering,M.Tech.,Sedemac Mechatronics Pvt Ltd,1
4.1,16D170010,"Energy Science and Engineering, Energy Science and Engineering",Dual Degree (B.Tech. + M.Tech.),Sedemac Mechatronics Pvt Ltd,1
4.1,160040017,Civil Engineering,Dual Degree (B.Tech. + M.Tech.),Sedemac Mechatronics Pvt Ltd,1
4.1,18307R027,Electrical Engineering,M.Tech.,Synopsys,1
4.1,170050050,Computer Science & Engineering,B.Tech.,Reliance Jio,1
4.1,170040052,Chemical Engineering,B.Tech.,ZunRoof Tech Pvt Ltd,1
4.1,16D170022,"Energy Science and Engineering, Energy Science and Engineering",Dual Degree (B.Tech. + M.Tech.),ICF Consulting,1
4.1,193170017,Energy Science and Engineering,M.Tech.,ICF Consulting,1
4.1,170050084,Computer Science & Engineering,B.Tech.,Schlumberger,1
4.1,193170009,Energy Science and Engineering,M.Tech.,General Mills,1
4.1,170050017,Computer Science & Engineering,B.Tech.,Reliance Jio,1
4.1,170010030,Aerospace Engineering,B.Tech.,Societe Generale Global Solution Center Pvt. Ltd,1
4.1,170020051,Chemical Engineering,B.Tech.,Reliance Jio,2
4.1,193040010,Civil Engineering,M.Tech.,General Mills,1
4.1,16D070028,"Electrical Engineering, Electrical Engineering",Dual Degree (B.Tech. + M.Tech.),Sedemac Mechatronics Pvt Ltd,2
4.1,170100047,Mechanical Engineering,B.Tech.,Sedemac Mechatronics Pvt Ltd,1
4.1,16D170002,"Energy Science and Engineering, Energy Science and Engineering",Dual Degree (B.Tech. + M.Tech.),Sedemac Mechatronics Pvt Ltd,1
4.1,18307R028,Electrical Engineering,M.Tech.,Synopsys,1
4.1,170070025,Electrical Engineering,B.Tech.,Jio Platforms Ltd. - 5G R&D Division,1
4.1,170100080,Mechanical Engineering,B.Tech.,Sedemac Mechatronics Pvt Ltd,1
4.2,170040074,Civil Engineering,B.Tech.,eightfold.ai,1
4.2,17B080016,Economics,B.S.,HiLabs Inc.,1
4.2,193070065,Electrical Engineering,M.Tech.,Silabs India Private Limited (Silicon Labs company),3
4.2,17B080002,Economics,B.S.,EXL Decision Analytics,1
4.2,170100019,Mechanical Engineering,B.Tech.,kubric,3
4.2,160010029,"Aerospace Engineering, Aerospace Engineering",Dual Degree (B.Tech. + M.Tech.),Tata Consultancy Services,1
4.2,170110018,Metallurgical Engineering and Materials Science,B.Tech.,EXL Decision Analytics,1
4.2,193010021,Aerospace Engineering,M.Tech.,Tata Consultancy Services,1
4.2,170100052,Mechanical Engineering,B.Tech.,EXL Decision Analytics,1
4.2,18307R029,Electrical Engineering,M.Tech.,Silabs India Private Limited (Silicon Labs company),3
4.2,170070020,Electrical Engineering,B.Tech.,Silabs India Private Limited (Silicon Labs company),2
4.2,170040007,Civil Engineering,B.Tech.,EXL Decision Analytics,1
4.2,170040068,Civil Engineering,B.Tech.,HiLabs Inc.,1
4.2,183079009,Electrical Engineering,M.Tech.,Tata Consultancy Services,1
4.2,16D070004,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),HiLabs Inc.,1
4.2,170020094,Chemical Engineering,B.Tech.,Qure.ai,2
4.2,170010058,Aerospace Engineering,B.Tech.,EXL Decision Analytics,1
4.2,170010004,Aerospace Engineering,B.Tech.,EXL Decision Analytics,1
4.2,193310017,Geoinformatics and Natural Resources Engineering,M.Tech.,Pixxel,2
4.2,193070069,Electrical Engineering,M.Tech.,Silabs India Private Limited (Silicon Labs company),1
4.2,18305R009,Computer Science & Engineering,M.Tech.,eightfold.ai,1
4.2,193020011,Chemical Engineering,M.Tech.,Tata Consultancy Services,1
4.2,170070014,Electrical Engineering,B.Tech.,Qure.ai,2
4.2,195280035,Applied Statistics and Informatics,M.Sc.,Eli Lilly,1
4.2,193310009,Geoinformatics and Natural Resources Engineering,M.Tech.,eightfold.ai,1
4.2,193310010,Geoinformatics and Natural Resources Engineering,M.Tech.,Delhivery,2
4.2,195280011,Applied Statistics and Informatics,M.Sc.,Eli Lilly,1
4.2,170020106,Chemical Engineering,B.Tech.,EXL Decision Analytics,1
4.2,170260041,Engineering Physics,B.Tech.,Delhivery,1
4.2,160010047,"Aerospace Engineering, Aerospace Engineering",Dual Degree (B.Tech. + M.Tech.),Tata Consultancy Services,1
5.1,193040051,Civil Engineering,M.Tech.,Advanced Structural Engineering Consultants India LLP,1
5.1,16D170020,"Energy Science and Engineering, Energy Science and Engineering",Dual Degree (B.Tech. + M.Tech.),Tata CliQ,2
5.1,170020100,Chemical Engineering,B.Tech.,HDFC Bank,1
5.1,16D070002,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),WIPRO Ltd,1
5.1,18307R008,Electrical Engineering,M.Tech.,Pwc PL,3
5.1,193020050,Chemical Engineering,M.Tech.,Navin Fluorine International Lmited,1
5.1,16D070034,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),WIPRO Ltd,1
5.1,170100046,Mechanical Engineering,B.Tech.,Axxela Advisory Services,1
5.1,170110056,Metallurgical Engineering and Materials Science,B.Tech.,ICICI Lombard GIC Ltd.,4
5.1,170010011,Aerospace Engineering,B.Tech.,IDFC First Bank,5
5.1,170110006,Metallurgical Engineering and Materials Science,B.Tech.,Axxela Advisory Services,1
5.1,170070029,Electrical Engineering,B.Tech.,IDFC First Bank,1
5.1,193010016,Aerospace Engineering,M.Tech.,Axis Bank,3
5.1,193190016,Industrial Engineering & Operations Research,M.Tech.,ICICI Lombard GIC Ltd.,3
5.1,170010060,Aerospace Engineering,B.Tech.,Coupa Software India Pvt. Ltd.,4
5.1,170020078,Chemical Engineering,B.Tech.,HDFC Life Insurance,1
5.1,16D260008,Engineering Physics,B.Tech.,HDFC Life Insurance,1
5.1,170070018,Electrical Engineering,B.Tech.,IDFC First Bank,1
5.1,170110076,Metallurgical Engineering and Materials Science,B.Tech.,Axis Bank,3
5.1,160110020,Metallurgical Engineering and Materials Science,Dual Degree (B.Tech. + M.Tech.),IDFC First Bank,2
5.1,193040071,Civil Engineering,M.Tech.,ICICI Lombard GIC Ltd.,5
5.1,193040004,Civil Engineering,M.Tech.,Advanced Structural Engineering Consultants India LLP,1
5.1,193050085,Computer Science & Engineering,M.Tech.,Coupa Software India Pvt. Ltd.,1
5.1,160110092,Metallurgical Engineering and Materials Science,B.Tech.,Coupa Software India Pvt. Ltd.,2
5.1,195280025,Applied Statistics and Informatics,M.Sc.,ICICI Lombard GIC Ltd.,3
5.1,170050020,Computer Science & Engineering,B.Tech.,HDFC Bank,1
5.1,193190024,Industrial Engineering & Operations Research,M.Tech.,Axis Bank,3
5.1,170040096,Civil Engineering,B.Tech.,Pwc PL,4
5.1,16D070035,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),Pwc PL,2
5.1,193190007,Industrial Engineering & Operations Research,M.Tech.,ICICI Lombard GIC Ltd.,7
5.1,195280012,Applied Statistics and Informatics,M.Sc.,ICICI Lombard GIC Ltd.,4
5.1,170110025,Metallurgical Engineering and Materials Science,B.Tech.,Pwc PL,1
5.1,170020062,Chemical Engineering,B.Tech.,HDFC Bank,1
5.1,170110024,Metallurgical Engineering and Materials Science,B.Tech.,HDFC Life Insurance,1
5.1,160020091,Chemical Engineering,B.Tech.,Tata CliQ,2
5.1,170040112,Civil Engineering,B.Tech.,ICICI Lombard GIC Ltd.,2
5.1,193010039,Aerospace Engineering,M.Tech.,Axis Bank,3
5.1,170010010,Aerospace Engineering,B.Tech.,Legato Health Technologies,1
5.1,170070026,Electrical Engineering,B.Tech.,IDFC First Bank,1
5.1,170110059,Metallurgical Engineering and Materials Science,B.Tech.,ICICI Lombard GIC Ltd.,5
5.1,170040092,Civil Engineering,B.Tech.,ICICI Lombard GIC Ltd.,5
5.1,173350016,Technology and Development,M.Tech.,ICICI Lombard GIC Ltd.,7
5.1,170100066,Mechanical Engineering,B.Tech.,Pwc PL,3
5.1,170020061,Chemical Engineering,B.Tech.,Coupa Software India Pvt. Ltd.,2
5.1,193190008,Industrial Engineering & Operations Research,M.Tech.,ICICI Lombard GIC Ltd.,3
5.1,13T070004,"Electrical Engineering, Electrical Engineering",Dual Degree (M.Tech. + Ph.D.),Max Linear,1
5.1,170260026,Engineering Physics,B.Tech.,Vantage Research,1
5.1,193040021,Civil Engineering,M.Tech.,Advanced Structural Engineering Consultants India LLP,1
5.1,170110033,Metallurgical Engineering and Materials Science,B.Tech.,Axxela Advisory Services,1
5.1,160100068,Mechanical Engineering,Dual Degree (B.Tech. + M.Tech.),IDFC First Bank,2
5.1,193350019,Technology and Development,M.Tech.,Invygo,1
5.1,170040088,Civil Engineering,B.Tech.,Pwc PL,1
5.1,16D070062,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),Pwc PL,1
5.1,17B030015,Chemistry,B.S.,Axis Bank,3
5.1,170010029,Aerospace Engineering,B.Tech.,WIPRO Ltd,1
5.1,170110010,Metallurgical Engineering and Materials Science,B.Tech.,IDFC First Bank,5
5.1,16D100018,Mechanical Engineering,Dual Degree (B.Tech. + M.Tech.),WIPRO Ltd,1
5.1,170110053,Metallurgical Engineering and Materials Science,B.Tech.,Axxela Advisory Services,1
5.1,170110041,Metallurgical Engineering and Materials Science,B.Tech.,Axxela Advisory Services,1
5.1,16D110026,Metallurgical Engineering and Materials Science,Dual Degree (B.Tech. + M.Tech.),IDFC First Bank,4
5.1,16D110023,Metallurgical Engineering and Materials Science,Dual Degree (B.Tech. + M.Tech.),HSBC Technology India,1
5.1,170020053,Chemical Engineering,B.Tech.,Pwc PL,2
5.1,193070049,Electrical Engineering,M.Tech.,Max Linear,3
5.1,160040029,Civil Engineering,Dual Degree (B.Tech. + M.Tech.),Advanced Structural Engineering Consultants India LLP,1
5.1,170010015,Aerospace Engineering,B.Tech.,ICICI Lombard GIC Ltd.,3
5.1,193020031,Chemical Engineering,M.Tech.,Navin Fluorine International Lmited,1
5.1,16D170014,"Energy Science and Engineering, Energy Science and Engineering",Dual Degree (B.Tech. + M.Tech.),Tata CliQ,2
5.1,160020014,Chemical Engineering,B.Tech.,Coupa Software India Pvt. Ltd.,4
6.1,170070050,Electrical Engineering,B.Tech.,Siemens Digital Industries Software,1
6.1,193350013,Technology and Development,M.Tech.,Pristine Retail Solutions Private Limited,2
6.1,170050083,Computer Science & Engineering,B.Tech.,Rippling,1
6.1,170110095,Metallurgical Engineering and Materials Science,B.Tech.,Testbook,2
6.1,170110016,Metallurgical Engineering and Materials Science,B.Tech.,Testbook,6
6.1,170050110,Computer Science & Engineering,B.Tech.,PolyMage Labs,1
6.1,170110080,Metallurgical Engineering and Materials Science,B.Tech.,Testbook,5
6.1,170020122,Chemical Engineering,B.Tech.,Ubisoft,1
6.1,193310019,Geoinformatics and Natural Resources Engineering,M.Tech.,XPOLogistics,2
6.1,170040050,Civil Engineering,B.Tech.,Testbook,1
6.1,170100083,Mechanical Engineering,B.Tech.,Ubisoft,5
6.1,160050012,Computer Science & Engineering,B.Tech.,XPOLogistics,2
6.1,170110096,Metallurgical Engineering and Materials Science,B.Tech.,Merilytics,4
6.1,193050089,Computer Science & Engineering,M.Tech.,XPOLogistics,1
6.1,170260040,Engineering Physics,B.Tech.,Siemens Digital Industries Software,1
6.1,193050073,Computer Science & Engineering,M.Tech.,TransUnion Global,1
6.1,193190025,Industrial Engineering & Operations Research,M.Tech.,XPOLogistics,2
6.1,193190009,Industrial Engineering & Operations Research,M.Tech.,Pristine Retail Solutions Private Limited,2
6.1,170040090,Civil Engineering,B.Tech.,Testbook,7
6.1,183079006,Electrical Engineering,M.Tech.,Siemens Digital Industries Software,1
6.1,170110034,Metallurgical Engineering and Materials Science,B.Tech.,Ubisoft,1
6.1,16D170012,"Energy Science and Engineering, Energy Science and Engineering",Dual Degree (B.Tech. + M.Tech.),Testbook,2
6.1,170110055,Metallurgical Engineering and Materials Science,B.Tech.,Testbook,6
6.1,170010038,Aerospace Engineering,B.Tech.,Testbook,5
6.1,170110023,Metallurgical Engineering and Materials Science,B.Tech.,Testbook,2
7.1,193050072,Computer Science & Engineering,M.Tech.,Appy Pie,1
7.1,16D260005,Engineering Physics,B.Tech.,o9 Solutions Management India Pvt Ltd,1
7.1,193040005,Civil Engineering,M.Tech.,pharmaACE- Analytics Centre of Excellence,2
7.1,170110032,Metallurgical Engineering and Materials Science,B.Tech.,Tata Capital Financial Services Limited,1
7.1,193350004,Technology and Development,M.Tech.,Searce,3
7.1,170100017,Mechanical Engineering,B.Tech.,Searce,2
7.1,170110028,Metallurgical Engineering and Materials Science,B.Tech.,pharmaACE- Analytics Centre of Excellence,2
7.1,170010008,Aerospace Engineering,B.Tech.,Javis Technologies Pvt. Ltd.,2
7.1,193100008,Mechanical Engineering,M.Tech.,Searce,5
7.1,170020060,Chemical Engineering,B.Tech.,o9 Solutions Management India Pvt Ltd,1
7.1,160040009,Civil Engineering,Dual Degree (B.Tech. + M.Tech.),Nation with Namo,1
7.1,16D070064,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),Menon & Menon Limited,3
7.1,193100032,Mechanical Engineering,M.Tech.,Searce,2
7.1,170100073,Mechanical Engineering,B.Tech.,Searce,5
7.1,170020088,Chemical Engineering,B.Tech.,Nation with Namo,1
7.1,170260010,Engineering Physics,B.Tech.,Tvarit GmbH,1
7.1,193100047,Mechanical Engineering,M.Tech.,Searce,2
7.1,193100069,Mechanical Engineering,M.Tech.,Searce,5
7.1,193190022,Industrial Engineering & Operations Research,M.Tech.,ORMAE LLP,1
7.1,193050063,Computer Science & Engineering,M.Tech.,Appy Pie,1
7.1,195280033,Applied Statistics and Informatics,M.Sc.,Tvarit GmbH,1
7.1,170110042,Metallurgical Engineering and Materials Science,B.Tech.,Tata Capital Financial Services Limited,1
7.1,170020017,Chemical Engineering,B.Tech.,Tata Capital Financial Services Limited,1
7.1,170100027,Mechanical Engineering,B.Tech.,Searce,5
7.1,170040083,Civil Engineering,B.Tech.,o9 Solutions Management India Pvt Ltd,1
7.1,170020085,Chemical Engineering,B.Tech.,pharmaACE- Analytics Centre of Excellence,2
7.1,193040047,Civil Engineering,M.Tech.,pharmaACE- Analytics Centre of Excellence,1
8.1,170040109,Civil Engineering,B.Tech.,Doubtnut,1
8.1,170040014,Civil Engineering,B.Tech.,Orbees Business Solutions,1
8.1,193310004,Geoinformatics and Natural Resources Engineering,M.Tech.,Vedantu Innovations Pvt. Ltd.,1
8.1,170050063,Computer Science & Engineering,B.Tech.,APNATIME TECH PRIVATE LIMITED,1
8.1,170040027,Civil Engineering,B.Tech.,Pingahla Solutions Private Limited,1
8.1,193310012,Geoinformatics and Natural Resources Engineering,M.Tech.,AIRA MATRIX,1
8.1,16D100014,Mechanical Engineering,Dual Degree (B.Tech. + M.Tech.),Pingahla Solutions Private Limited,1
8.1,15D070035,Electrical Engineering,B.Tech.,EQUENTIA FINANCIAL SERVICE PRIVATE LIMITED,1
8.1,193010038,Aerospace Engineering,M.Tech.,HCL Technologies Ltd.,7
8.1,170020028,Chemical Engineering,B.Tech.,Orbees Business Solutions,1
8.1,170020073,Chemical Engineering,B.Tech.,APNATIME TECH PRIVATE LIMITED,1
8.1,170020030,Chemical Engineering,B.Tech.,APNATIME TECH PRIVATE LIMITED,1
8.1,160050065,Computer Science & Engineering,B.Tech.,Vedantu Innovations Pvt. Ltd.,1
8.1,144070030,Electrical Engineering,Ph.D.,AIRA MATRIX,1
8.1,183079005,Electrical Engineering,M.Tech.,HCL Technologies Ltd.,7
8.1,170070002,Electrical Engineering,B.Tech.,Doubtnut,1
8.1,170020065,Chemical Engineering,B.Tech.,Doubtnut,1
8.1,170100093,Mechanical Engineering,B.Tech.,Pingahla Solutions Private Limited,1
8.1,170050061,Computer Science & Engineering,B.Tech.,Vedantu Innovations Pvt. Ltd.,1
8.1,193050096,Computer Science & Engineering,M.Tech.,NTT Data Services,1
8.1,193050051,Computer Science & Engineering,M.Tech.,Vedantu Innovations Pvt. Ltd.,1
8.1,193010040,Aerospace Engineering,M.Tech.,HCL Technologies Ltd.,2
8.1,170050023,Computer Science & Engineering,B.Tech.,APNATIME TECH PRIVATE LIMITED,1
9.1,170020108,Chemical Engineering,B.Tech.,Aarti Industries,2
9.1,193170007,Energy Science and Engineering,M.Tech.,Emote Electric,2
9.1,170020048,Chemical Engineering,B.Tech.,Fare Labs,1
9.1,170110086,Metallurgical Engineering and Materials Science,B.Tech.,LnT Infotech,8
9.1,170100084,Mechanical Engineering,B.Tech.,Fare Labs,1
9.1,170040091,Civil Engineering,B.Tech.,India Infoline Finance Limited,1
9.1,16D110022,Metallurgical Engineering and Materials Science,Dual Degree (B.Tech. + M.Tech.),India Infoline Finance Limited,1
9.1,170020004,Chemical Engineering,B.Tech.,Innoplexus consulting services pvt ltd,1
9.1,160110021,Metallurgical Engineering and Materials Science,Dual Degree (B.Tech. + M.Tech.),CASHe,1
9.1,193170011,Energy Science and Engineering,M.Tech.,Emote Electric,2
9.1,193010014,Aerospace Engineering,M.Tech.,LnT Infotech,3
9.1,170070016,Electrical Engineering,B.Tech.,LnT Infotech,9
9.1,170020042,Chemical Engineering,B.Tech.,Aarti Industries,2
9.1,193050032,Computer Science & Engineering,M.Tech.,LnT Infotech,9
9.1,170110062,Metallurgical Engineering and Materials Science,B.Tech.,LnT Infotech,8
9.1,170020115,Chemical Engineering,B.Tech.,LnT Infotech,8
9.1,193310015,Geoinformatics and Natural Resources Engineering,M.Tech.,CASHe,1
9.1,170020072,Chemical Engineering,B.Tech.,Aarti Industries,2
9.1,193100054,Mechanical Engineering,M.Tech.,Hind Rectifiers Ltd.,5
.,170050021,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170020086,Chemical Engineering,B.Tech.,Placement Office,4
.,193040031,Civil Engineering,M.Tech.,Bridgei2i Analytics Solutions,1
.,193110058,Metallurgical Engineering and Materials Science,M.Tech.,Bridgei2i Analytics Solutions,1
1 (IDC).1,17U130012,Industrial Design Centre,B.Des.,JP Morgan Chase & Co,1
.,193310020,Geoinformatics and Natural Resources Engineering,M.Tech.,Tata Consultancy Services,11
.,140110029,Metallurgical Engineering and Materials Science,B.Tech.,Unacademy,1
.,170040033,Civil Engineering,B.Tech.,Placement Office,4
.,193310001,Geoinformatics and Natural Resources Engineering,M.Tech.,Geospoc Geospatial Services Pvt. Ltd,2
1 (IDC).1,16U130013,"Industrial Design Centre, Industrial Design Centre",Dual Degree (B.Des. + M. Des.),Info Edge,1
.,17B030030,Chemistry,B.S.,Sir H.N. Reliance Foundation Hospital & Research Centre,2
.,16D070029,Electrical Engineering,B.Tech.,Times Internet,1
.,170020058,Chemical Engineering,B.Tech.,Placement Office,4
.,16D070006,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),Placement Office,4
.,193190004,Industrial Engineering & Operations Research,M.Tech.,Accenture,1
1 (IDC).1,16U130022,"Industrial Design Centre, Industrial Design Centre",Dual Degree (B.Des. + M. Des.),Flipkart,4
.,170100022,Mechanical Engineering,B.Tech.,Placement Office,4
.,196390005,Industrial Design Centre,M.Des.,HCL Technologies Ltd.,8
.,154070001,Electrical Engineering,Ph.D.,Jio Institute,1
.,193110009,Metallurgical Engineering and Materials Science,M.Tech.,Tata Consultancy Services,11
.,170050043,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170050089,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170040036,Civil Engineering,B.Tech.,Placement Office,4
.,170050042,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170100098,Mechanical Engineering,B.Tech.,TATA Steel,2
.,17U130020,Industrial Design Centre,B.Des.,HCL Technologies Ltd.,8
.,193100051,Mechanical Engineering,M.Tech.,Tata Consultancy Services,11
.,170010039,Mechanical Engineering,B.Tech.,Placement Office,4
.,196450001,Industrial Design Centre,M.Des.,Yuj Design,2
.,170050027,Computer Science & Engineering,B.Tech.,Placement Office,4
.,195280034,Applied Statistics and Informatics,M.Sc.,Placement Office,4
.,170050101,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170040008,Mechanical Engineering,B.Tech.,Placement Office,4
2 (IDC).1,17U130027,Industrial Design Centre,B.Des.,Jio Platforms Limited - Design,1
.,170040002,Civil Engineering,B.Tech.,Armstrongltd.com,2
.,160260025,Engineering Physics,B.Tech.,krista software inc,1
.,16D100023,Mechanical Engineering,Dual Degree (B.Tech. + M.Tech.),Futures First,1
.,160110033,"Electrical Engineering, Electrical Engineering",Dual Degree (B.Tech. + M.Tech.),Placement Office,4
.,170040022,Computer Science & Engineering,B.Tech.,Placement Office,4
.,143350004,Technology and Development,Dual Degree (M.Tech. + Ph.D.),Jio Institute,1
.,18310R004,Mechanical Engineering,M.Tech.,Armstrongltd.com,1
.,196340001,Industrial Design Centre,M.Des.,Yuj Design,1
.,18I190007,Industrial Engineering & Operations Research,M.Sc.,Ecom Express,1
4 (IDC).1,196450013,Industrial Design Centre,M.Des.,HCL Technologies Ltd.,3
.,195280021,Applied Statistics and Informatics,M.Sc.,Bridgei2i Analytics Solutions,1
3 (IDC).1,196390006,Industrial Design Centre,M.Des.,LnT Infotech,10
.,170260036,Engineering Physics,B.Tech.,Placement Office,4
.,160100042,Mechanical Engineering,Dual Degree (B.Tech. + M.Tech.),Suzlon,1
.,170050035,Computer Science & Engineering,B.Tech.,Placement Office,4
3 (IDC).1,17U130006,Industrial Design Centre,B.Des.,Tata Consultancy Services,3
.,170050014,Computer Science & Engineering,B.Tech.,krista software inc,1
.,193350003,Technology and Development,M.Tech.,BAIFBAIF Research and Development Foundation,1
.,170070015,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170070007,Computer Science & Engineering,B.Tech.,Placement Office,4
.,170070008,Electrical Engineering,B.Tech.,"Samsung Research Institute, Bangalore",3
.,170040111,Civil Engineering,B.Tech.,Armstrongltd.com,2
.,170040023,Civil Engineering,B.Tech.,Placement Office,4
.,170050030,Computer Science & Engineering,B.Tech.,Placement Office,4
.,196450005,Industrial Design Centre,M.Des.,Yuj Design,2
.,170100048,Mechanical Engineering,B.Tech.,Indian Space Research Organisation,1
.,170050064,Computer Science & Engineering,B.Tech.,Placement Office,4
3 (IDC).1,196450010,Industrial Design Centre,M.Des.,Tata Consultancy Services,6
.,16D070018,Electrical Engineering,Dual Degree (B.Tech. + M.Tech.),Placement Office,4
.,195280010,Applied Statistics and Informatics,M.Sc.,SIKSHA O ANUSANDHAN DEEMED TO BE UNIVERSITY,1
2 (IDC).1,196340005,Industrial Design Centre,M.Des.,Optum,2
.,170100082,Computer Science & Engineering,B.Tech.,Placement Office,4
